entity,attribute,answer,question
harden,名字含义,野兔出没的谷地,你知道harden的含义吗？
《蒙娜丽莎》,年份,文艺复兴,《蒙娜丽莎》属于什么年代？
国家级经济技术开发区,管理部门,中华人民共和国商务部,国家级经济技术开发区的管理部门是什么？
魔兽争霸,输入设备,鼠标和键盘,魔兽争霸的输入设备是什么？
劳伦斯·奥利维尔,最佳男主角,最佳男主角 1948年 《哈姆雷特》 最佳影片 1948年 《哈姆雷特》 奥斯卡荣誉奖 1947年 《亨利五世》 1979年 终身成就奖,劳伦斯·奥利维尔获得最佳男主角的详细资料有哪些？
游骑兵号航空母舰,舰载机,86,游骑兵号航空母舰可以载机多少辆？
海南月亮城,住户数目,1190户,海南月亮城有多少住户？
韩松针,主要功效,双向调节血压，血脂，血糖，抗衰老等,韩松针主要有哪些功效？
三菱蓝瑟 翼豪陆神,引擎,2.0升双顶置凸轮轴 16v直列四缸涡轮增压引擎 4g63t（1992–2007） 2.0升双顶置凸轮轴 16v直列四缸涡轮增压引擎 4b11t（2007–）,三菱蓝瑟 翼豪陆神的引擎是什么？
巨石山生态文化旅游区,特色景观,白玉兰、赤生林,请问巨石山生态文化旅游区有哪些特色景观？
哥斯达黎加足球甲级联赛,球队数目,12支,哥斯达黎加足球甲级联赛有多少个球队？
变形金刚4,制片成本,2.1亿美元,变形金刚4的制片成本是多少？
德涅斯特河沿岸,政治文化,德涅斯特河沿岸摩尔达维亚共和国宪法,德涅斯特河沿岸有哪些政治文化？
the incident,语言,英语,the incident是什么语？
艾华士29324（10.4英寸笔记本包/枣红）,适用机型,10寸屏幕笔记本,艾华士29324（10.4英寸笔记本包/枣红）适用于什么机型？
国企股权激励,主要应用,股票期权,国企股权激励的主要应用是什么？
core i7 965,核心类型,nehalem bloomfield,core i7 965的核心类型是什么？
恋爱狂想,上架日期,2007-09-01 13:15,恋爱狂想是什么时候上架的？
bfb f2090,款式,直板,bfb f2090是什么样的款式？
中国（广州）家纺布艺展览会,展出时间,2012年7月8日-10日,什么时候中国（广州）家纺布艺展览会开展？
李瑞镇,圈内好友,车仁表 李升基,李瑞镇有哪些圈内好友？
左翼党,欧洲组织,"欧洲左翼党, 欧洲反资本主义左翼",左翼党属于哪些欧洲组织？
慈余高速公路,公路设施,5,慈余高速公路有多少个设施？
克格勃,机构概要,1954年3月13日，60年前,克格勃有哪些概要？
第44届台湾电视金钟奖,主持人,徐乃麟、陈亚兰、白歆惠、梁赫群,谁是第44届台湾电视金钟奖的主持人？
nexus 7,输入,多点触控、陀螺仪、麦克风、磁强计、加速规、gps、nfc,nexus 7 的输入是什么？
路易斯·阿尔贝托·苏亚雷斯,俱乐部号码,9号,路易斯·阿尔贝托·苏亚雷斯的俱乐部号码是多少？
愚者千虑，亦有一得,成语结构,复句式,愚者千虑，亦有一得属于什么结构？
巨兽龙,生存年代,1亿年-9500万年前白垩纪中期,巨兽龙生存在什么年代？
大霹雳 v1.2测试c版,地图版本,v1.2测试c版,大霹雳 v1.2测试c版是什么地图版本？
教育法,通过日期,1995年3月18日,你知道教育法是什么时候通过的吗？
umd转txt,软件语言,简体中文,umd转txt使用的是什么语言？
物防魔减,需要,1000快rmb,物防魔减有哪些需要？
东莞市拓达电子有限公司,经营方针,以质量求生存，以产品求效益等,什么是东莞市拓达电子有限公司的经营方针？
金海湾,指代,照明灯饰,金海湾指代着什么？
龙港科勒,经营项目,卫浴 地板 木门 移门,龙港科勒经营哪些项目？
大足县国有土地使用权有偿使用收入征收管理暂行办法,执行时间,二〇〇六年一月一日起,大足县国有土地使用权有偿使用收入征收管理暂行办法是什么时候执行的？
三星xqb45-l62,水位选择,四段,三星xqb45-l62应该选择什么水位？
江苏大学,国家重点学科,3个,江苏大学有多少个重点学科？
尚格社区,区域类别,社区,尚格社区属于什么类别？
惠兜网,涵盖,了本地餐饮、娱乐,惠兜网涵盖了哪些设施？
1949年10月17日,大事件,厦门解放,请问1949年10月17日发生了什么大事件？
am推拉力计,传感器,传感器内置,am推拉力计的传感器在哪里？
上海11路,收费,2.00元,上海11路要多少钱？
时间肺活量,指标,常用的敏感指标,时间肺活量的指标是多少？
5·12汶川地震,震中经纬度,北纬31.01°，东经 103.42°,5·12汶川地震的震中经纬度是多少？
1美元硬币,设计时间,2005年,1美元硬币是什么时候设计的？
全国绿色建筑设计大赛,面向对象,设计师、学生,你知道全国绿色建筑设计大赛面对的对象是什么吗？
歼-20,首飞时间,2011年1月11日12时50分,歼-20是什么时候首飞？
水晶连珠,拉丁文名,crystal pente,水晶连珠用拉丁文怎么说？
生物大分子国家重点实验室（中国科学院生物物理研究所）,行政隶属,中科院,生物大分子国家重点实验室（中国科学院生物物理研究所）属于什么行政单位？
2011宁夏公务员考试-申论,主 编,李永新,谁是2011宁夏公务员考试-申论的主编？
洋彩,字义,便知其与西洋有关,你能解释洋彩的含义吗？
红心训练员,软件等级,★★★★☆,红心训练员的等级是多少？
扬子江快运航空有限公司,呼号,yangtze river.,扬子江快运航空有限公司的呼号是什么？
钢结构岗亭,标准配置,节能灯、开关,钢结构岗亭有什么标配？
笠场站,废站年月日,1989年1月1日,笠场站是什么时候废站的？
布里斯托尔城2011年至2012年球季,平均观众,"13,907人（只计主场联赛）",布里斯托尔城2011年至2012年球季平均有多少个观众？
新台币,发行机构,中华民国中央银行,谁是新台币的发行机构？
第十二夜,原创音乐,帕特里克·杜尔,谁创作了第十二夜？
鸢鱠,濒危状态,不在iucn濒危名单中,鸢鱠是濒危物种吗？
平西抗日战争纪念馆,造型亮点,抗战号角,平西抗日战争纪念馆有哪些造型亮点？
广告制作,主要目的,推广、扩大经济效益,什么是广告制作的主要目的？
黄秋葵软胶囊,服用方法,口服,黄秋葵软胶囊应该如何服用？
农学,学科分类,一级学科,农学属于几类学科？
台风法茜,最低气压,975 hpa,请问台风法茜的最低气压是多少？
苏州和锦模具钢材有限公司,流程,销售、加工、特殊钢件 生产,苏州和锦模具钢材有限公司有哪些流程？
阿尔穆拉比特王朝,兴起时间,1042年前后,阿尔穆拉比特王朝是什么时候兴起的？
沈阳西塔,完工,顺治二年,沈阳西塔是什么时候完工的？
色差分量接口yuv,标识,ypbpr 和ycbcr,色差分量接口yuv有哪些标识 ？
淮阳泥泥狗,所属民族,汉族,你知道淮阳泥泥狗是哪个民族的吗？
冰峰王座,支持语言,简体中文/英文,冰峰王座支持什么语言？
樊燮华,葬于,台北忠烈祠,樊燮华的安葬地点在哪里？
悍马hx,变速器,6段自排,悍马hx 的变速器是什么？
利默恩波登坝,最近城市,林塔尔,什么城市离利默恩波登坝最近？
温莎,os格网参考,su965765,温莎的os格网参考是多少？
经典k联赛,联赛系统级别,1,经典k联赛的系统级别是多少？
华硕m5216n-dr,最高睿频,0mhz,华硕m5216n-dr的最高睿频是多少？
宝丽金88极品音色系列,专辑类别,合集、杂锦,宝丽金88极品音色系列属于什么类别？
陈佳,最喜欢的动物,狗,陈佳最喜欢什么动物？
新轩逸2.0xl 天窗版 07款,生产状态,停产,新轩逸2.0xl 天窗版 07款处于什么生产状态？
强力大蒜素片,针对人群,有提高机体免疫力,强力大蒜素片针对哪类人群？
磐英ep-56sr,芯片,rockwell,磐英ep-56sr的芯片是什么？
南非r4式和r5式5.56mm突击步枪,研制国别,南非,南非r4式和r5式5.56mm突击步枪是哪个国家研制的？
f-117a隐身攻击机,设计公司,美国洛克希德公司,谁设计了f-117a隐身攻击机？
横版,术语,指把画面固定在水平面上,横版的专业术语是什么？
金牌大风,分公司,香港、台湾、北京、上海,金牌大风的分公司位于哪里？
社区三有一化,社区,社区居民委员会,请问社区三有一化属于什么社区？
中国标准化杂志社,提出单位,中国标准化研究院,请问中国标准化杂志社是哪个单位提出的？
法海事件,参与,佛教徒抗议、大量网友讨论,法海事件有哪些参与者？
雾霾治理,治理,减少排放  负离子治理,如何治理雾霾？
印度洋,流域国家,印度洋周边国家    非洲   科摩罗  吉布提  埃及 (西奈半岛)  厄立特里亚  肯尼亚  马达加斯加  毛里求斯  马约特岛  莫桑比克  留尼汪  塞舌尔  索马里  南非  苏丹  坦桑尼亚     亚洲   巴林  孟加拉国  英属印度洋领地  缅甸  东帝汶  印度  印尼  伊朗  伊拉克  以色列  约旦  科威特  马来西亚  马尔代夫  阿曼  巴基斯坦  卡塔尔  沙特阿拉伯  斯里兰卡  泰国  阿联酋  也门     大洋洲   澳大利亚 阿什莫尔和卡捷岛  科科斯（基林）群岛  圣诞岛  法属南部领地 赫德岛和麦克唐纳群岛,请问印度洋流域了哪些国家？
傣端语,语族与语系,台-卡岱语系,傣端语属于什么语族与语系？
大连瀚科信息技术有限公司,创建人,张宵杰,谁创建了大连瀚科信息技术有限公司？
本特海姆县,汽车牌号,noh,本特海姆县的汽车牌号是什么？
中国侠文化节,其他日期,为期三天,中国侠文化节有多少天？
铭瑄 gtx560ti终结者,显存速度,0.4ns,铭瑄 gtx560ti终结者的显存速度是多少？
爱魅ct-620,电子书功能,支持,爱魅ct-620支持电子书功能吗？
关于加强义务教育阶段农村留守儿童关爱和教育工作的意见,颁发单位,教育部、妇联组织等5个部门,关于加强义务教育阶段农村留守儿童关爱和教育工作的意见是哪个单位颁发的？
惠普spectrext 13-2120tu(c8c76pa),最大内存容量,4gb,惠普spectrext 13-2120tu(c8c76pa) 的最大内存容量是多少？
蕃,五笔86&98,atol,你知道蕃的五笔86&98是什么吗？
约克城号航空母舰,其它,3座升降台 3座弹射器 模版参考来源：[1],约克城号航空母舰有哪些其它资料？
高精度泄漏检测仪,预热时间,10s,高精度泄漏检测仪要预热多久？
兰多夫,中文全名,小安东尼·欧文·兰多夫,兰多夫的中文全名是什么？
郑州号驱逐舰,舰长,李一刚,谁是郑州号驱逐舰的舰长？
传承：水魔碧灵图腾,冷却时间,5%,你知道传承：水魔碧灵图腾的冷却时间吗？
泾渭分明·生态半岛,项目占地,4000亩,泾渭分明·生态半岛的占地面积是多少？
金泰克1gb ddr3 1066（磐虎-笔记本）,内存主频,1066mhz,金泰克1gb ddr3 1066（磐虎-笔记本）的内存主频是多少？
终归浮尘,卡牌版本,time spiral,请问终归浮尘属于什么版本？
达州华南理工学校,专业设置,电子应用技术、广告设计、,你知道达州华南理工学校有哪些专业吗？
葛朗台,所属作品,《守财奴》,葛朗台是哪个作品里面的？
佩提米,邮区,dh1,佩提米的邮区是什么？
中国梦国际研讨会,会议时间,2013年12月7日,中国梦国际研讨会是什么时候？
雷电接口,发明,intel,和雷电接口有关的发明是什么？
石岭组,总部所在,安徽,石岭组的总部在哪里？
海霞,主持节目,《新闻联播》、《新闻直播间》,海霞主持了哪些节目？
故宫的至宝,文件格式,xvid + ac3,故宫的至宝的格式是什么？
侣程,公司使命,创造完美难忘的西施婚礼,侣程的使命是什么？
九江金轩益君大酒店,酒店设施,免费宽带等,九江金轩益君大酒店有哪些设施？
海信酷影k310,分 辨 率,640x480,海信酷影k310的分辨率是多少？
盐水天主圣神堂,所属宗派,天主教,盐水天主圣神堂属于哪个宗派？
维多利亚十字勋章,统计,1993年2月2日,维多利亚十字勋章统计于何时？
温莎,邮镇,windsor,温莎的邮镇是什么？
惠隆u-3020,供电方式,dc 5v,你知道惠隆u-3020的供电方式吗？
华为ul33-0200l,转换时间,正弦波 毫秒,华为ul33-0200l的转换时间是什么？
黑龙d8武士鼠标垫,材 质,布,黑龙d8武士鼠标垫属于什么材质？
含山县,汽车站,含山长途汽车站、巢湖汽车北站,含山县附近有哪些汽车站？
教育参赞,相关机构,中央教育主管部门,与教育参赞相关的机构是什么？
rbs-15f反舰导弹,弹径,０．５米,你知道rbs-15f反舰导弹的弹径是多少吗？
近墨者黑,相对,近朱者赤,请问近墨者黑和什么相对？
何梁何利奖,倡导,尊重知识、尊重人才、崇尚科学,何梁何利奖倡导着什么？
森内俊之,兴 趣,猜谜、麻将、魔术、国际象棋,森内俊之有什么兴趣？
孝慈高皇后,夫之母,陈氏,谁是孝慈高皇后的婆婆？
氯沙坦钾,代谢,痛风,氯沙坦钾是如何代谢的？
人民路,道路旧名,太平路、丰宁路、长庚路、虎长路,人民路的旧名是什么？
nvidia geforce 6150,sata接口,sata ii,请问nvidia geforce 6150 的sata接口是什么？
1949年7月23日,岁次,己丑年，辛未月，甲寅日,1949年7月23日的岁次是多少？
金河田jhp-711,单元直径,40mm,你知道金河田jhp-711的单元直径吗？
托马斯库克航空公司,两字代码,dk,什么是托马斯库克航空公司的两字代码？
奥蓓斯大豆异黄酮钙软胶囊,产品成分,每粒含量：大豆异黄酮粉75mg,奥蓓斯大豆异黄酮钙软胶囊有哪些成分？
江西师范大学心理学院,副院长,左传明,谁是江西师范大学心理学院的副院长？
线束端子拉力试验机,基本功能,拉伸性能，拉伸强度与变形率,线束端子拉力试验机有哪些基本功能？
86式履带式步兵战车,战斗全重,13.3吨,86式履带式步兵战车有多重？
心字石,外观特征,圆浑平滑，中镌刻一巨大的心字,心字石长什么样子？
悉尼海港桥,建成于,1932年,悉尼海港桥是什么时候建成的？
第十一届广州国际压铸、铸造及工业炉展览会,结束日期,2010年6月25日,第十一届广州国际压铸、铸造及工业炉展览会是什么时候结束的？
木制手机,研制公司,nttdocomo公司,谁研制了木制手机？
梅花观,落成时间,清同治十三年,梅花观是什么时候落成的？
固定资产编码规则,基本原则,系统性,什么是固定资产编码规则的基本原则？
美国能源部,年度预算额,234亿美元,你知道美国能源部的年度预算额吗？
清一色,含 义,全部一种成分构成或全部一个样子,你能解释清一色的意思吗？
中正路,主要结点,高雄交流道中正路出入口、 辅仁路、福德路、 大顺三路、凯旋路、 和平一路、民族二路、 复兴路、忠孝二路、 林森路、中山一路、 自立二路、中华三路、 自强路、成功一路、 市中一路、河东路、 河西路,中正路有哪些主要结点？
玛雅地底之谜,电影公司,bbc,玛雅地底之谜属于哪个电影公司？
c2079,运行区段,北京南-天津,c2079的运行区段是什么？
南陵县金穗米业有限公司,从业人员,30人,请问南陵县金穗米业有限公司有多少工作人员？
右江民族医学院医学检验学院,院校类型,综合,右江民族医学院医学检验学院属于什么类型？
完善多盘虫,寄生部位,膀胱,完善多盘虫在哪个部位寄生？
c-0002循环水专用缓蚀剂,密 度,≥1.15±0.05,c-0002循环水专用缓蚀剂的密度是多少？
济源玉川产业集聚区,规划总面积,11.6平方公里,济源玉川产业集聚区有多大？
高雄捷运环状轻轨,使用车辆,轻轨电车,高雄捷运环状轻轨使用的什么车辆？
勐野江,平均流量,年平均流量62·08m3/s立方米,勐野江的平均流量是多少？
林允儿,音乐成就,第17届首尔歌谣大赏 韩国首尔 （获新人奖、high1音乐奖）,谁知道林允儿获得了哪些音乐成就？
红光树属,属拼音名,hongguangshushu,红光树属用拼音怎么说？
机器人9号,对白,英语,机器人9号的对白是什么语言？
三国英雄传,最后更新,2009-oct-27,三国英雄传最后是什么时候更新的？
支撑材料,广义,用一些材料、照片、数据等来证明,你能说出支撑材料的含义吗？
氢氟酸,摩尔质量,20.01,氢氟酸的摩尔质量是多少？
全球中文音乐榜上榜,节目时长,60-80分钟左右,全球中文音乐榜上榜有多长？
西游释厄传安卓版,游戏开发商,街机星球,谁是西游释厄传安卓版的开发商？
settextcharacterextra,函数功能,该函数设置字符间隔,settextcharacterextra有哪些功能？
杭州宇捷运输有限公司,公司注册地,中国浙江杭州,杭州宇捷运输有限公司是在哪注册的？
5086铝棒,伸长率,δ5 (%)：≥12,5086铝棒的伸长率是多少？
海信led42k200,背光灯类型,led发光二极管,你知道海信led42k200的类型吗？
高清翡翠台,频道类别,综合娱乐频道,高清翡翠台属于什么类别？
刘云山,副职,李景田,刘云山的副职是谁？
蒙古国,官方文字,西里尔蒙古文，回鹘式蒙古文[3],蒙古国有哪些官方的文字？
梅尔奇奥特,曾效力俱乐部,维冈竞技足球俱乐部,梅尔奇奥特在哪个俱乐部效力？
线性代数,作者,侯亚君,线性代数是谁著的？
线性代数,出版社,清华大学出版社,你们知道线性代数的出版社么？
大学计算机基础,出版时间,2011-02-01,还记得大学计算机基础的出版时间么？
李安,国籍,中国,李安来自哪个国家？
大学计算机基础,isbn,978-7-113-12924-8,大学计算机基础的ISBN是什么？
物理化学,书名,物理化学,物理化学的书名是？
acc,外文名,asian cycling confederation,谁能告诉我acc的外文名吗？
王军,出生日期,1921年10月26日,你知道王军是哪天出生的吗？
焚心之城,小说进度,连载中,焚心之城这本小说是完结了还是连载中？
新刀剑神域,连载网站,17k小说网,新刀剑神域的连载网站是哪里呀？
毛泽东,页数,419页,毛泽东这本书一共多少页呀？
石桥镇,中文名,石桥镇[四川省泸州市泸县],石桥镇的中文名是什么？
王平,出生地,天津,你知道王平在哪里出生么？
线性代数,定价,26元,线性代数的定价是多少呀？
张伟,职业,个体出租车司机,张伟是从事什么职业的？
魏国,中文名称,魏国,魏国的中文名称是什么？
李莉,民族,汉族,你知道李莉是什么民族么？
中国通史,装帧,平装,你知道中国通史是怎样装帧的吗？
复仇,类型,犯罪,复仇这部剧是什么类型的？
王晓君,性别,女,王晓君是男士还是女士？
季羡林谈人生,开本,16开?24.6 x 18.2 x 1.4 cm,季羡林谈人生的开本尺寸是多少？
欧科,公司名称,深圳市欧科通信有限公司,欧科的公司名称是什么？
一千零一夜,类别,民间故事集,一千零一夜属于什么类别？
李伟,毕业院校,四川大学,你知道李伟毕业于哪所院校吗？
马云,国籍,china,你们知道马云先生的国籍吗？
魅族,总部地点,中国广东省珠海市科技创新海岸魅族科技楼,魅族的总部地点在哪里？
李杰,性别,女,你知道李杰的性别吗？
大寨村,面积,15.9平方公里,大寨村占地面积多少？
西关村,所属地区,古韩镇,有谁知道西关村所属于哪个地区吗？
张庄村,地理位置,山东广饶经济开发区,张庄村的地理位置是哪里？
csa,成立时间,1998.07,你记得CSA的成立时间吗？
王磊,职业,演员,王磊是从事什么职业的？
欧科,经营范围,通信,你知道欧科的经营范围吗？
鹅不食草,中文学名,鹅不食草,鹅不食草的中文学名是什么？
张勇,出生年月,1974年5月,有谁知道张勇的出生年月吗？
黄翅圆眼花天牛,界,动物界,你知道黄翅圆眼花天牛属于什么界么？
杨阳,别名,冰粉妹妹、冰粉西施,谁能告诉我杨阳的别名吗？
高峰,主要成就,“中国反劫制暴战术谈判理论第一人”,你能说出高峰的主要成就吗？
国光,公司性质,民营,国光的公司性质是什么？
和平村,人口,346人,和平村一共有多少人口？
玫瑰,科,蔷薇科,玫瑰属于什么科来着？
万能钥匙,英文名,lily lock,万能钥匙的英文怎么说？
《笑傲江湖》,类别,剧情 动作 武侠,你知道《笑傲江湖》电视剧属于什么类别吗？
杨洋,代表作品,宇宙只有我和你、爱拼北京、忘不了的你、爱在线、我愿意、诺,杨洋有什么代表作品来着？
茯苓,门,担子菌门,茯苓属于什么门？
快活林,性质,植物营养剂品种,你们知道快活林是什么性质吗？
张勇,籍贯,陕西洋县,张勇是哪里人？
三国志,游戏类型,免费,三国志是什么游戏类型？
荸荠,目,禾本目?poales,你了解荸荠属于什么目吗？
文昌阁,地点,苏州,你知道文昌阁在哪个城市吗？
芝麻,纲,双子叶植物纲 dicotyledoneae,谁能告诉我芝麻属于什么纲？
王皇后,逝世日期,655年11月27日,有人知道王皇后哪天逝世的吗？
马丽,民族,汉族,马丽是什么民族？
人乐,拼音,rén lè,人乐的拼音怎么拼？
格兰特县,外文名称,"grant county, nebraska",格兰特县的外文名称是什么？
海棠,拉丁学名,malus、chaenomeles,你知道海棠的拉丁学名么？
东山村,行政区类别,村,东山村的行政区类别是什么？
交通线路,分类,全国主干线路,交通线路想分类是什么来着？
无苞组,属,杓兰属 cypripedium,无苞组属于什么属？
王飞,身高,176厘米,有人知道王飞有多高么？
东关街道,地区,陕西省汉中市,东关街道在什么地区？
行路难,作品名称,行路难,行路难的作品名称是什么？
猛虎行,创作年代,西晋,你记得猛虎行的创作年代吗？
李尔王,导演,grigori kozintseviosif shapiro,李尔王的导演是谁？
startos,特点,完全免费,startos的特点是什么？
四大名旦,时间,2004年6月,你记得四大名旦活动是从什么时候开始的吗？
贵妇犬,中文学名,贵妇犬,贵妇犬的中文学名是什么？
竹叶青,界,植物界,你知道竹叶青属于什么界吗？
蜻蜓,别称,点灯儿、蚂螂、负劳、诸乘、纱羊,有谁知道蜻蜓的别称吗？
高峰,出生地,河北,谁能告诉我高峰出生地是哪里？
猛虎行,文学体裁,古诗,猛虎行属于什么文学体裁？
林肯,国家,加拿大,林肯是来自哪个国家来着？
舞虻,纲,昆虫纲,你了解舞虻是属于什么纲吗？
哺乳动物,门,脊索动物门chordata,哺乳动物属于哪一门？
蜢科,科,虻科tabanidae,蜢科属于什么科？
茶花女,制片地区,波兰,有人知道茶花女是在哪制片的吗？
李根,运动项目,拳击,李根是练什么运动项目的来着？
秘密,译者,谢明宪,你知道秘密的译者是谁吗？
王飞,体重,64公斤,王飞有多重？
长柄船蛆,目,海螂目,长柄船蛆属于什么目？
《突围》,作者,杨金远,《突围》的作者是谁来着？
向阳小学,创办时间,1960年,你记得向阳小学的创办时间吗？
神雕侠侣,主演,范文芳，李铭顺，陈秀丽，林湘萍,谁能告诉我神雕侠侣的主演有谁吗？
刘勇,毕业院校,华东师范大学,刘勇毕业于哪所大学？
天上人间,出处,还珠格格第三部,有人知道天上人间的出处吗？
金华酥饼,主要食材,干菜，猪肉，面粉，饴糖，食用油，精盐,金华酥饼的主要食材都有什么呀？
城隍庙,占地面积,3610平方米,你了解城隍庙的占地面积是多少吗？
《龙纹身的女孩》,语种,繁体中文,《龙纹身的女孩》这本书的语种是什么你知道吗？
《似水流年》,出版社,香港现代出版社,《似水流年》是哪个出版社出版的来着？
日有所成的50条规则,副标题,推进客户关系的技巧,日有所成的50条规则的副标题是什么？
幻想纪元,游戏大小,974mb,幻想纪元游戏大小是多少？
花窗弄蝶,属,窗弄蝶属,你了解花窗弄蝶属于什么属吗？
清凉寺,地址,沭阳县城北23公里处的万匹乡,有人知道清凉寺的地址吗？
安娜·卡列尼娜,上映时间,1935年8月30日（美国）,你们知道安娜·卡列尼娜的上映时间吗？
喵喵,属性,草,喵喵是什么属性？
《似水流年》,出版时间,1995年5月15日,你记得《似水流年》的出版时间吗？
美丽人生,语言,中文,美丽人生是用什么语言写的？
《辛亥百年》,装帧,平装,《辛亥百年》是用什么方式装帧的？
太平镇,所属地区,中国 乐山市沙湾区,你了解太平镇属于哪个地区吗？
蜂寄蝇,分布,吉林，河北,你知道蜂寄蝇主要分布在哪里吗？
黄精,种,黄精,黄精属于什么种？
迷迭香,分布区域,欧洲中部、北非地中海沿岸,迷迭香主要分布在哪些区域？
朋友,发行时间,2006-11-01,你记得朋友的发行时间吗？
倚天屠龙记,编剧,梁咏梅,倚天屠龙记的编剧是谁来着？
林润妸,本名,林允儿,有人知道林润婀的本名吗？
鱼香肉丝,口味,酸甜  鱼香，肉香,鱼香肉丝都有什么口味？
上庄村,位置,沁源县城西北17公里处,上庄村的具体位置在哪里你了解吗？
《兄弟》,isbn,9787506343053,你知道《兄弟》的ISBN吗？
海枣,种,海枣,海枣属于什么种？
枣花蜂蜜,主要原料,枣，蜂蜜,枣花蜂蜜的主要原料是什么？
三合镇,电话区号,0854,三合镇的电话区号是多少来着？
大村,海拔,1970米,你们知道大村的海拔是多少吗？
魁星,释义,又称“馗星”,怎么解释魁星？
《不朽》,价格,￥16.00,《不朽》的价格是多少？
陈力,代表作品,《中国动物志昆虫纲21卷：天牛科花天牛亚科》,陈力的代表作品是什么？
《隐婚》,开本,32,你知道《隐婚》的开本是多大？
九曲河,名称,九曲河[广西柳江县],九曲河的名称是什么你了解吗？
复仇,对白语言,德语 / 乌克兰语,你记得复仇里面的对白都用到什么语种吗？
奶茶博士,是否含防腐剂,是,谁能告诉我奶茶博士里面是否有防腐剂？
李毅,别名,李培芬,有人知道李毅的别名吗？
宫库,注音,ㄍㄨㄙ ㄎㄨˋ,宫库的注音怎么拼呀？
珍惜,歌曲原唱,胡歌,珍惜这首歌的原唱是谁来着？
节奏大师,开发商,光速工作室,你们知道节奏大师的开发商是哪里吗？
世界四大美术学院,简称,佛罗伦萨美术学院,世界四大美术学院的简称是什么？
夏普d2780xa,产品类型,商务投影机 教育投影机,夏普d2780xa这款产品是什么类型?
太平镇,人口,19381人（2007年）,谁能告诉我太平镇一共有多少人口？
《幽灵船》,页数,337页,《幽灵船》这本书一共有多少页来着？
古城镇,面积,118平方公里,你知道古城镇有多大吗？
张帅,身高,172cm,张帅有多高？
李尔王,片长,139 min,有人知道李尔王这部影片有多长吗？
mt,解释,管理培训生,你了解mt的中文意思吗？
马丽,星座,巨蟹座,马丽是什么星座的？
红旗旗舰,品牌,红旗旗舰基本型,红旗旗舰有什么品牌？
中区,• 密度,"18,489/平方公里（47,890/平方英里）",中区是怎样个密度？
华南虎,亚纲,兽亚纲,有人知道华南虎属于什么亚纲吗？
特岛鸡鸠,英文名,caroline islands ground-dove,你知道特岛鸡鸠用英文怎么说吗？
王兴,信仰,佛教,王兴有什么宗教信仰吗？
你,拼音,nǐ,你用拼音怎么拼来着？？
张伟,籍贯,黑龙江省哈尔滨市,张伟是哪里人？
夏枯草,二名法,prunella vulgaris l.,夏枯草的二名法是什么？
杰克逊,时区,ct（utc-6）,有人知道杰克逊的时区吗？
防风,亚纲,原始花被亚纲,防风属于什么亚纲？
色差计,型号,wf30,你知道色差计的型号吗？
王琼,所处时代,明代,王琼是处于哪个朝代的？
灯红酒绿,释义,形容夜饮聚会的情景繁华热闹,谁能帮我解释一下灯红酒绿？
月光,填词,黄戚尔,你知道月光的填词是谁吗？
《笑傲江湖》,导演,"胡意涓, 黄俊文",笑傲江湖的导演是谁来着？
万达广场,楼盘名,万达广场,万达广场的楼盘叫什么？
华严寺,位于,福建省邵武市区内八一北路92号,有人知道华严寺的具体位置吗？
河东村,隶属,芳华镇双合村委会,河东村隶属于哪里？
荷花镇,行政区类型,乡镇级,荷花镇属于什么行政区类型？
《兄弟》,上映地区,中国,你知道《兄弟》在哪个地区上映吗？
礼物,所属专辑,娃娃的礼物,礼物出自哪张专辑？
新华小学,建筑面积,1350多平方米,新华小学占地多大面积？
巴斯克维尔的猎犬,出品时间,2002年,你记得巴斯克维尔的猎犬什么时候出品的吗？
太平镇,地理位置,乐山市沙湾区太平镇位于沙湾区大渡河东岸，背靠玉台山,太平镇的具体位置在哪里？
圣地亚哥堡,市镇,市镇,圣地亚哥堡属于什么市镇类型？
小时候,谱曲,巨炮,小时候是谁谱曲的有人知道吗？
三博士来朝,大小,246 cm × 243 cm（97 in × 96 in）,三博士来朝多大？
《红楼梦》,语言版本,越剧,《红楼梦》是什么语言版本？
东城街道,上级行政区,清城区,东城街道的上级行政区是哪里？
《兄弟》,主演,黄海波、杜志国、何赛飞、叶静、唐于鸿、甘婷婷、高斯,《兄弟》的主演都有谁？
《笑傲江湖》,上映时间,1978年3月30日,你记得《笑傲江湖》什么时候上映的吗？
笑傲江湖,出品公司,中国电视剧制作中心,你知道笑傲江湖是哪家公司出品的吗？
西湖,著名景点,西湖十景 新西湖十景 三评西湖十景,西湖的著名景点都有什么呀？
罗德里格斯,所属运动队,皇家马德里,罗德里格斯是哪个队的来着？
伯爵与妖精,原版名称,伯爵と妖精,谁知道伯爵与妖精原版叫什么？
林肯,• 夏令时,edt（utc-4）,林肯的夏令时是什么？
王峰,政治面貌,中共党员,王峰政治面貌是怎样的？
东城街道,行政区划代码,441802007,谁能告诉我东城街道的行政区划代码？
下村村,气候条件,年平均气温14 ℃，年降水量960毫米,下村村的气候是怎样的？
金秀贤,出生,1988年2月16日（26岁）  韩国首尔特别市,你们知道金秀贤的生日和出生地吗？
王军,去世年月,1980年8月,你记得王军是哪年哪月去世的吗？
天才麻将少女,丛书,young gangan comics tong li comics,天才麻将少女的丛书是什么？
《解放》,画面颜色,黑白,《解放》里面画面的颜色是怎样的？
