question,predict_answer,accurate_answer
海卫十一的表面重力是多大啊？,0.010 m/skg,0.010 m/skg
你知道金孝元用朝鲜的字怎么写啊？,金孝元,金孝元
你知道dkz15的车辆宽度是多宽的啊？,"2,800 mm","2,800 mm"
新庄站的乘客人数是多少啊？,"1,605[1]人/日（不含下车乘客） -2013年-","1,605[1]人/日（不含下车乘客） -2013年-"
磐英pdb-r的芯片组是多少啊？,440bx,440bx
你知道科士达hp910h的输入电压的范围是多大的啊？,160- 276v,160- 276v
宜居畅通卡的货币单位是什么啊？,元,元
攀着芒果树枝的药叉女是什么国家的？,印度,印度
你知道新集镇管多少个地方吗？,42个村委会,42个村委会
你知道我的中国梦 最美中国是谁主办的吗？,易班网、湖南教育电视台,易班网、湖南教育电视台
你知道安智科技的总部位于什么地方吗？,西安,西安
你知道净梵寺大殿的建筑面积是多大啊？,235平方米,235平方米
你知道落的传承原来叫什么吗？,folklore,folklore
你知道湛江日报是什么时候开始写的吗？,1948年12月25日,1948年12月25日
你知道李欣翰的排名吗？,-,-
你知道清华同方超扬 a3240-b005的cpu频率是多少吗？,2.9ghz,2.9ghz
你知道工字打出头是什么国家的吗？,香港,香港
你知道次氯酸钙的化学品类别是什么样子的啊？,无机物--次氯酸盐--钙盐,无机物--次氯酸盐--钙盐
你知道海王星的逃逸速度是多少吗？,23.5 km/s,23.5 km/s
我想知道有关外围女的事件？,海天盛筵,海天盛筵
你知道三星 i916上市年吗？,2010年,2010年
广教寺双塔是什么时候开始建造的啊？,唐大中三年（公元849年）,唐大中三年（公元849年）
你知道绿城通是什么时候发行的吗？,2013年12月28日,2013年12月28日
肥肠粉丝汤的功能是什么啊？,家常菜谱,家常菜谱
hbo的有线电视是在什么频道啊？,65频道(南国有线电视：61频道，天外天有线电视：64频道，大扬有线电视：66频道),65频道(南国有线电视：61频道，天外天有线电视：64频道，大扬有线电视：66频道)
你知道石围角邨的如伙年份吗？,1980年,1980年
横头磡邨的类别是什么啊？,租住屋邨,租住屋邨
茅崎站的车辆长度是多少啊？,分别为1号线与2号线4卡,分别为1号线与2号线4卡
玉吉买阿依拉村的农产品是什么啊？,蕹菜，大蒜等,蕹菜，大蒜等
英国海王-mk2空中预警直升机的机长是谁啊？,22.15米,22.15米
你知道南洞水库大坝多高吗？,29米,29米
兰利号航空母舰是什么时候的火炮武器啊？,26门40公里机炮 ，22门20公里机炮,26门40公里机炮 ，22门20公里机炮
你知道委内瑞拉国家足球队的协会是谁吗？,委内瑞拉足球协会,委内瑞拉足球协会
你知道沙角邨的房屋机构啊？,香港房屋委员会,香港房屋委员会
沙角邨的楼宇是多少啊？,7,7
景颇语的主要分布在什么地方啊？,在中国云南省德宏傣族景颇族自,在中国云南省德宏傣族景颇族自
你知道春玉2号的审定是时间是什么时候啊？,2006年4月审定通过,2006年4月审定通过
你知道mobo task killer pro是什么时候发布的吗？,2011-10-22,2011-10-22
我想知道金长城772mb的县相关类型是什么？,纯平,纯平
你知道临潭县塔那清真寺的教长是谁啊？,马永祥,马永祥
你知道可洗式全金属过滤网的应用是什么啊？,办公楼、会议室、医院、商场,办公楼、会议室、医院、商场
雪山阳光行政酒店的房间的类型是什么啊？,商务套房、商务标间、商务单间,商务套房、商务标间、商务单间
你知道男鹿国定公园的主管是谁吗？,秋田县厅,秋田县厅
你知道新巴4号线的路线性质是什么地方吗？,循环线,循环线
hkag-c/glm榴弹发射器的意义是什么啊？,附加型榴弹发射器模组,附加型榴弹发射器模组
波能坦克的制造方是谁啊？,神奈川工业,神奈川工业
你知道厚德邨有多少个单位啊？,"4,200","4,200"
你知道徕卡duovid 10+15x50的放大倍率是多大啊？,10-15,10-15
你知道北苑路北站归谁管吗？,北京市朝阳区,北京市朝阳区
歼-10首飞时间是什么时候啊？,2008年12月,1998年3月23日
黄铁矿的折射率是多少啊？,无,无
你知道全自动密度继电器测试仪显示方式是什么啊？,8寸800*600真彩液晶显示,8寸800*600真彩液晶显示
你知道吸血鱼的体长吗？,1997年发现条13.4厘米,1997年发现条13.4厘米
歌美b9+的机身尺寸是多少啊？,80×40.6×13.8mm,80×40.6×13.8mm
你知道尚酷的座位是什么材质的吗？,真皮,真皮
大安区行政区是属于谁管辖啊？,1949 年—1954 年,台中市
你知道罗伯特·舍伍德什么时候在世？,1896－1955,1896－1955
梓心诗苑的组织性质是什么样子啊？,非营利组织,非营利组织
东便门桥的最大跨度是多大啊？,35m,35m
佳能ef 50mm f/1.8 ii的镜头卡口是什么啊？,佳能ef卡口,佳能ef卡口
满堂红扑克的应用类型是什么啊？,： 棋牌天地,： 棋牌天地
丽珑370btv的液晶板类型是什么啊？,tn,tn
王天石现在住在哪里啊？,北京,北京
辣椒紫苏炒花蛤的主料是什么啊？,一斤半,一斤半
赫歇尔空间天文台的组织结构是什么啊？,esa,esa
普救寺东西多宽啊？,200米,200米
万和jsd20-10b-7的额定热负荷是多少啊？,20mj/h,20mj/h
koyo 23064rk+h3064轴承的内径是多少啊？,300mm,300mm
斯普莱poe-48int的设备是什么类型啊？,poe供电模块,poe供电模块
愿望机器这个小说有多少字？,117万,117万
dissipation factor的意思是什么啊？,电解电容的无用功率与有用功率比,电解电容的无用功率与有用功率比
杜兰尼帝国的国庆日是什么什么时候啊？,1747年,1747年
明基joybook s46-xc10的最大内存的？,8gb,8gb
龙粳38的父本是什么啊？,上育418,上育418
豆齿龙的身长是多少啊？,约1.3公尺（4呎）,约1.3公尺（4呎）
敌忾的释义是什么啊？,抵抗所愤恨的敌人。,抵抗所愤恨的敌人。
创维m19la的电源功率是多少？,44w,44w
丙肝检测试剂的包装是几人份的？,1人份/袋,1人份/袋
蚨蚕子的上司是什么啊？,银鍠朱武、晦王,银鍠朱武、晦王
道法传奇总监制是什么啊？,吴纲,吴纲
拉普拉塔的面是多大啊？,7.45 平方英里（19.30 平方公里）,7.45 平方英里（19.30 平方公里）
你知道西安能源动力职业培训学校如何招生？,全国招生,全国招生
你知道南纪白浜是什么吗？,面向太平洋的和歌山县南部地区,面向太平洋的和歌山县南部地区
永福汽配城投资公司是谁吗？,广州市启基经济发展有限公司,广州市启基经济发展有限公司
你知道微水电利用工的主要工作是什么吗？,建造和安装,建造和安装
益母芪茶的用法是什么啊？,闭经；月经不调。,闭经；月经不调。
你知道天平山真人cs的兵力是多少吗？,30 30,30 30
福源九方的物业办公地是什么地方吗？,天津市滨海新区汉沽福源九方12号楼0102,天津市滨海新区汉沽福源九方12号楼0102
瑞马集团是什么时候建立的啊？,1993年,1993年
你知道r57减速机的功率是多大吗？,0.18kw～200kw,0.18kw～200kw
霎有什么意思啊？,滴答雨声。嘈杂的雨声,滴答雨声。嘈杂的雨声
你知道nachi 120kbe031轴承的半径是多大？,78 mm,78 mm
尼尔斯·玻尔影响了谁啊？,欧内斯特·卢瑟福 en:harald høffding,维尔纳·海森堡 沃尔夫冈·泡利 保罗·狄拉克 莉泽·迈特纳 马克斯·德尔布吕克 和其他多人
健明邨的单位面积多大？,17.4 - 49.1 m²,17.4 - 49.1 m²
特别攻击队的日语是怎么写啊？,特別攻擊隊,特別攻擊隊
你知道家有六子后面演什么吗？,我的帅管家,我的帅管家
德阳安装技师学院在什么单位举办？,中国机械工业建设集团有限公司,中国机械工业建设集团有限公司
你知道高车村的面积吗？,178.5336,178.5336
温州市龙湾永兴固工阀门厂的总公司有多大吗？,位于大连市中心,位于大连市中心
三疣梭子蟹肉的功效是什么啊？,清热凉血、祛风止痒,清热凉血、祛风止痒
你知道无水焦磷酸钠的化学式是什么啊？,na4p2o7,na4p2o7
你知道亚洲太平洋经济合作组织是的领导是什么国家？,2015年举办国,2015年举办国
你知道山姆·约翰斯通2013年发生了什么吗？,7,7
拜泉芸豆的地理标志是什么啊？,农产品地理标志,农产品地理标志
你知道元宝区民政局的职责有几个啊？,6个,6个
你知道广州国际龙舟邀请赛是几星级的吗？,五星级赛事,五星级赛事
桃洪村的特色产业是什么啊？,暖鞋加工,暖鞋加工
你知道河南省残疾人联合会的理事长是谁啊？,李国成,李国成
诺丁丘大门站的行政区域划分是什么啊？,肯辛顿-切尔西,肯辛顿-切尔西
8·3鲁甸地震的地震深度是多少啊？,12千米,12千米
你知道东藏属于什么教啊？,喇嘛教,喇嘛教
综漫之冰蓝的文章状态是什么啊？,已完结,已完结
喜羊羊与灰太狼之喜气羊羊过蛇年是什么公司出品的啊？,上海炫动传播股份有限公司 北京优扬文化传媒有限公司 广东原创动力文化传播有限公司,上海炫动传播股份有限公司 北京优扬文化传媒有限公司 广东原创动力文化传播有限公司
罗氏胶原蛋白软胶囊的规格是什么啊？,500mg×100粒,500mg×100粒
如圣散是怎么组成的啊？,乌梅、棕榈、黑姜,乌梅、棕榈、黑姜
中优368的穗长是多少啊？,25.6厘米,25.6厘米
向能武的工作职责是什么？,协助管理住房和城乡建设,协助管理住房和城乡建设
华帝jzt-i10004b的点火方式是什么？,脉冲电子点火,脉冲电子点火
吴哥的微笑的投资方是谁？,云南文投集团,云南文投集团
伞菌的质地是什么？,多为肉质，含很少膜质或革质,多为肉质，含很少膜质或革质
你知道房道龙的人物关系吗？,成龙的父亲   房祖名的爷爷,成龙的父亲   房祖名的爷爷
恭城河的集雨面积是多少？,3208平方公里,3208平方公里
你知道三星洗衣机wf-r865/xsc的自动化程度吗？,全自动,全自动
花嫁的后期是谁?,小吴太太,小吴太太
鸿顺园东区的轨道交通属于哪条线？,房山线,房山线
日本晓级驱逐舰的标准排水量是多少？,1680吨,1680吨
新联社区警务室流动人口是多少人?,2339人,2339人
淄博精超化工有限公司的年产量是多少？,15000吨,15000吨
方中信的家人都是谁？,妻子莫可欣，女儿符迦晴,妻子莫可欣，女儿符迦晴
石硖尾汇丰银行纵火案的受伤人数是多少？,1人[1][2],1人[1][2]
七美机场的营运单位是哪？,德安航空,德安航空
自强隧道的终点在哪个区？,台北市士林区,台北市士林区
半钢轧辊统称什么？,“半钢”,“半钢”
田海蓉的影视成就有哪些？,陶米纳国际电影节银奖、金鹿奖、最佳女演员奖,陶米纳国际电影节银奖、金鹿奖、最佳女演员奖
西苑站所属哪条地铁？,北京地铁4号线/北京地铁16号线,北京地铁4号线/北京地铁16号线
轮岛鼢鼠宝儿现在是什么状况？,已灭绝,已灭绝
朝晖苑一共有几层？,共6层,共6层
钻石pb50-v3的芯片组描述是什么？,596a,596a
台湾高山茶的色泽是什么？,墨绿有光泽,墨绿有光泽
皇姑区少年儿童图书馆的藏书有多少？,4、3万余册,4、3万余册
保险消费者泛指哪些人？,投保人、被保险人,投保人、被保险人
成都远洋太古里的发展商是谁？,太古地产 及 远洋地产,太古地产 及 远洋地产
光复路的速限是多少？,km／h,km／h
贵州省企业职工基本养老金计发办法的颁发部门是谁？,贵州省劳动和社会保障厅、财政厅,贵州省劳动和社会保障厅、财政厅
lg bh12ls38的接口类型是什么？,sata,sata
世纪银座公馆的资产是多少钱？,40000万元,40000万元
栓剂封切机的生产能力有多大？,6000-14000粒/小时,6000-14000粒/小时
fsm-6000的测量精度是多少？,±20mpa,±20mpa
乐安公主的同胞兄弟是谁？,朱由模,朱由模
狮子·女巫·魔衣橱的下一部作品是什么?,奇幻马和传说,奇幻马和传说
福江机场的服务城市是哪？,长崎县五岛市,长崎县五岛市
提帕斯火山关于地质学的是什么？,全新世,全新世
毒蝎兽的等级为什么期？,成熟期,成熟期
任e行ux-3的存储扩展支持什么卡？,支持sd/mmc存储卡,支持sd/mmc存储卡
偏移的词语是什么？,偏移,偏移
顾曼璐的作品原名是什么？,《十八春》,《十八春》
新屋乡的的相关网站是什么？,新屋乡公所,新屋乡公所
赵嘉敏所属的团体是什么？,中国大型女子偶像团体snh48,中国大型女子偶像团体snh48
给利王导购网的理论是什么理论？,按照蜂群效应理论,按照蜂群效应理论
广东省各级人民代表大会常务委员会规范性文件备案审查工作程序规定是什么时候公布的？,2007年7月27日,2007年7月27日
台23线的路线图是描述的哪里？,富东公路,富东公路
美尼尔氏综合症的omim的数值是多少？,156000,156000
便携式bod快速测定仪的重量是多少？,约10.5kg,约10.5kg
艾萨克·牛顿的逝世地是哪里？,英国 伦敦 肯辛顿,英国 伦敦 肯辛顿
彦的繁体字是什么？,彥,彥
海因里希·奥托·威兰的博士学生是谁？,罗尔夫·胡伊斯根,罗尔夫·胡伊斯根
南京市有几个下级行政区？,11市辖区,11市辖区
贡巴昂归青海哪个文物保护单位管理？,青海省文物保护单位,青海省文物保护单位
李建南曾任什么职务？,泰国李氏宗亲总会理事长,泰国李氏宗亲总会理事长
隰州的文献记载出自哪本书？,《元和郡县图志》,《元和郡县图志》
广州穗程威尼国际公寓的主楼有多高?,31层,31层
亚丁湾平均水深有多少米？,500米,500米
2010第十届北京加盟连锁展览会是哪个机构批注的？,北京市商务委员会,北京市商务委员会
乡镇经济的CN值是多少?,34-1016/f,34-1016/f
蒜拌双菇的烹饪方法是什么？,凉拌,凉拌
白龙湖风景名胜区的库容量是多少？,267亿立方米,267亿立方米
德国海盗党在欧洲议会占多少比例？,1/96,1/96
牧野枣的妹妹是谁？,牧野晶，牧野冬,牧野晶，牧野冬
联想a750e（电信版）的曝光日期是什么时候？,2012年3月,2012年3月
马爱民的任教专业是什么？,理学-生物科学类,理学-生物科学类
万和cxw-200-x07a的最大风压是多少pa？,300pa,300pa
犬眼虫病的临床表现是什么？,初结膜充血，眼球湿润，怕光流泪，继之，有粘性分泌物流出，结膜囊和瞬膜下有密集的谷粒状小囊泡。,初结膜充血，眼球湿润，怕光流泪，继之，有粘性分泌物流出，结膜囊和瞬膜下有密集的谷粒状小囊泡。
西昌凤凰大酒店的经验面积是多少,4800余平方米,4800余平方米
上海海光电机有限公司的资产净值是多少钱？,4000万元,4000万元
滦港铁路的营业里程是多少公里？,75.662公里,75.662公里
新戊二醇二苯甲酸酯的闪点要求是什么？,大于218℃,大于218℃
2014年冬季奥林匹克运动会马其顿代表团的历届奥运会纪录是什么？,历届奥运会纪录,历届奥运会纪录
香兰车站的月台型数是什么?,岛式月台一座,岛式月台一座
左权将军殉难处归山西哪个文物保护单位管理？,山西省文物保护单位,山西省文物保护单位
六道仙人的弟弟来自哪？,大筒木羽村,大筒木羽村
菏泽优姿电子商务有限公司的企业目标是什么？,做中国式药妆的扛旗者,做中国式药妆的扛旗者
福建洲际大酒店的周边是什么？,大型豪华商场、著名商社鳞次栉比,大型豪华商场、著名商社鳞次栉比
鬼面离魂的书籍作者是谁？,雾语轻弥,雾语轻弥
香港佛教的发展方向是什么？,文化，教育，弘法和慈善事业,文化，教育，弘法和慈善事业
8749的手段是什么？,删除系统文件,删除系统文件
自我复原的威力是什么？,未知,未知
广汽本田的员工数量有多少人？,8000多人,8000多人
技嘉ga-780t-usb3的CPU类型是什么？,phenomii/phenomii,phenomii/phenomii
zte中兴 s191的外壳颜色是什么色？,橙灰色,橙灰色
豆荚形玉坠的产年是什么时候？,明代,明代
交流河组的地层单位编码是多少？,01-22-0186,01-22-0186
阴离子蜡乳液专用乳化剂的含量是多少？,≥99%,≥99%
worm/netsky.ab的传播方式是什么？,网络,网络
燕园街道归属哪个辖区？,北京大学校园,北京大学校园
美的tpc32c的产品材质是什么？,铁,铁
genvas（君华仕）的创立地点是哪？,意大利佛罗伦萨,意大利佛罗伦萨
天翱 s435-a的产品机型是什么？,机架式,机架式
乐湖居巴士总站的途经路线是什么?,专利巴士：2 居民巴士：5,专利巴士：2 居民巴士：5
云儿飘飘的内容三被哪本书录用了？,文摘,文摘
百草妙医的通用名称是什么?,扶正解毒散,扶正解毒散
fag 6311-2rsr轴承的外径有多少？,120mm,120mm
江晓斌的民系是什么?,江右民系,江右民系
中信·博鳌山钦湾的区域所属是哪？,琼海市 (博鳌区),琼海市 (博鳌区)
千叶市的市鸟叫什么？,小鯵刺,小鯵刺
2012评剧名家名段新春演唱会的演出票价是多少？,680，380，280，180，100，50,680，380，280，180，100，50
童可可现居住地是哪？,北京市朝阳区,北京市朝阳区
明基 ms5001的投影亮度是多少？,2500流明,2500流明
识仁篇类似哪本书？,《定性书》,《定性书》
达拉斯星的队长叫什么？,mike modano,mike modano
星空qq球的游戏模式有哪两种？,计数模式、寻宝模式,计数模式、寻宝模式
燕单202的亲本组合是什么?,燕2030×燕2045,燕2030×燕2045
波宁胶囊的批准文号是多少？,国食健字g20040786,国食健字g20040786
河麂的亚种是什么？,inermis,inermis
异柠檬酸脱氢酶的kegg是哪？,kegg入口,kegg入口
上海国利货币经纪有限公司的组建是什么？,上海国际信托投资有限公司,上海国际信托投资有限公司
长城至翔e320g2-hs的标配硬盘容量是多少？,36gb,36gb
阿斯兰·萨拉的朋友都有谁？,基拉、拉克丝、伊扎克等zaft战友,基拉、拉克丝、伊扎克等zaft战友
巴可lamp elm 10/12 series 3kw的其他性能用于什么产品？,barco专用灯泡,barco专用灯泡
画出多米诺骨牌的游戏简介是什么？,多米诺骨牌是一种用木制,多米诺骨牌是一种用木制
ngc 1181的历元是什么？,j2000.0,j2000.0
dkz13的车辆高度是多少？,"3,800 mm","3,800 mm"
明基joybook s46-xc10的硬盘转速是多少？,5400rpm,5400rpm
升技ai7的CPU插槽类型是什么?,socket 478,socket 478
长城x10的输入接口是多少？,micro usb,双usb输出
金秀贤在中国的粉丝名称叫什么？,kmoon（中国）,kmoon（中国）
落可崠群的地层地质年代是什么？,qn,qn
广州地铁1号线的路线类型是什么？,地下/地面,地下/地面
柳塔河的集水区面积是多大？,"3,400平方公里","3,400平方公里"
维a酸的半衰期是多长时间？,0.5-2 hours,0.5-2 hours
华为 u8825d高仿三星gs3风格ui的rom作者是谁？,蓝枫丶鹏,蓝枫丶鹏
旅游厕所质量等级的划分与评定的实施是从什么时候开始的？,2003-05-01,2003-05-01
给杨幂换装的游戏名称叫什么？,给杨幂换装,给杨幂换装
白星的初次登场在第几集？,漫画第612话，动画第531集,漫画第612话，动画第531集
netscape.exe是否使用网络？,是,是
综合资金成本率的表现形式是什么？,加权平均资金成本、边际资金成本,加权平均资金成本、边际资金成本
slightly mad studios2014年有什么计划?,赛车计划,赛车计划
利奥八世的就任时间是什么时候？,963年12月6日,963年12月6日
《非我莫属》的曲目数量是多少？,16,16
新左营车站的站台形式是什么？,岛式月台,岛式月台
饥饿游戏印张一共有几个？,10.375,10.375
豆荚形玉坠的收藏地是哪里？,现藏于贵州省博物馆,现藏于贵州省博物馆
连云港市恒康医院的经营性质是什么?,营业性医疗机构,营业性医疗机构
沙丘城碑的出土是什么时候？,1993年,1993年
大生产的诞生是什么时候？,随着新中国的成立而诞生,随着新中国的成立而诞生
布隆迪的交通规则是什么？,右驾右行,右驾右行
安东尼奥·德拉克鲁斯在欧洲三大杯的出场次数？,出场38次，进0球,出场38次，进0球
今麦郎的生产基地在哪？,河北省邯郸市、秦皇岛市，哈尔滨,河北省邯郸市、秦皇岛市，哈尔滨
瓦列霍市的问题是什么？,妓女数量失控,妓女数量失控
德阳村的企业有哪些？,饲料公司、化工厂、酒厂,饲料公司、化工厂、酒厂
冬天里的革命的丛书名是什么？,1993年7月15日,中经欧博管理书系
东京都交通局5300型电力动车组的设计的最高速度为多少?,110 km/h 27编成：120 km/h,110 km/h 27编成：120 km/h
夏·多拉格尼尔的配音是谁？,柿原彻也（日本）mako（幼年）李凯杰罗杏芝 (幼年)李景唐展开,柿原彻也（日本）mako（幼年）李凯杰罗杏芝 (幼年)李景唐展开
"3,4-二氯-6-三氟甲基甲苯的性状是什么？",无色至浅棕色液体,无色至浅棕色液体
青春财富中心的物业类别是什么？,写字楼,写字楼
瓦尔特p1式9mm手枪的全长是多少？,218 毫米mm,218 毫米mm
瘿病的疾病分类属于什么？,内科—肝胆病证,内科—肝胆病证
建信社会责任股票型证券投资基金的基金代码是什么？,530019,530019
2011年11月25日日食的范围最远到了哪里？,南冰洋,南冰洋
吉林龙山有机硅集团在什么时候正式成立？,于2002年3月,于2002年3月
美心新腾系列402的机箱颜色是什么色？,白色,白色
老炮儿的开机时间是什么时候？,2014年12月13日,2014年12月13日
刘滢喜欢的运动有哪些？,跳舞、散步,跳舞、散步
吕不韦的学派是哪家学派？,先秦杂家,先秦杂家
自助借阅图书馆的基本概括?,是一个自费的图书馆,是一个自费的图书馆
科视christie d4k35的标称光亮度是多少？,35000,35000
慈圣皇后的坟墓在哪？,永昭陵,永昭陵
西沃萨古尔·拉姆古兰爵士国际机场的机场代码是什么？,mru,mru
药食的朝鲜语名称是什么？,약식 / 약밥,약식 / 약밥
电子沙盘系统实现了什么技术？,沙盘模型结合投影技术,沙盘模型结合投影技术
春意盎然的调料都需要什么？,"盐4克,味精,淀粉(玉米),花生油","盐4克,味精,淀粉(玉米),花生油"
三洋vpc-hd2的视频信号是什么？,pal标准,pal标准
佳能mf4710的耗材类型是什么？,鼓粉一体,鼓粉一体
浙江仙通橡塑股份有限公司的年产值有多少？,5000万~1亿美金,5000万~1亿美金
叶县昆阳镇的村民组有多少个？,34个,34个
盟重新城的最新预览版本到哪里了？,刺客网络第二季 刺客网络第二季,刺客网络第二季 刺客网络第二季
抛彩球出自哪部文献?,《竹枝词》,《竹枝词》
黄铜矿的晶系是哪个晶系？,正方晶系,正方晶系
台北桃园国际机场的iata代码是什么？,tpe,tpe
杰佛湾芋螺的螺壳尺寸是多大？,24 - 50 mm,24 - 50 mm
元龙泉窑青瓷龟心荷叶碗的收藏单位是哪里？,浙江省博物馆,浙江省博物馆
太原诗词学会的组织性质是什么？,非营利性群众文化学术组织,非营利性群众文化学术组织
雪鹭的科属分类属于什么？,鸟纲、鹳形目、鹭科、白鹭属,鸟纲、鹳形目、鹭科、白鹭属
贵州省油料科学研究所的在职职工有多少人?,122人,122人
地牢猎人2的适用系统是哪个？,android 2.1及以上,android 2.1及以上
爱国者存储王hd806 1.5tb的其他特点是什么？,指示灯,指示灯
弥勒佛的师承是谁？,释迦牟尼,释迦牟尼
警犬有没有护甲？,无甲,无甲
固镇县胡圩小学的教职工有多少人？,12人人,12人人
丹田城市羽毛球馆的配置是什么？,专业地板、球网、灯光，尽情畅打,专业地板、球网、灯光，尽情畅打
zmud.exe的病毒是什么？,: no ( remove zmud.exe ),: no ( remove zmud.exe )
马克思主义研究的社长是谁？,张战生,张战生
戴尔xps15d-118的笔记本重量是多少？,2.515kg,2.515kg
罗刹海市的语出自于哪个剧本？,不祥之赵著剧本,不祥之赵著剧本
河南科技学院院士有几个人？,3人,3人
维多利亚公主安葬在了哪？,伯克郡温莎,伯克郡温莎
波拉语的使用地区在哪？,云南省德宏傣族景颇族自治州的潞西、盈江、梁河等县。在缅甸北部也有分布,云南省德宏傣族景颇族自治州的潞西、盈江、梁河等县。在缅甸北部也有分布
格兰仕b501t-30y5的适用人数有几个？,2-4个,2-4个
热水镇的山地面积有多少？,19.3万亩,19.3万亩
北海市涠洲岛旅游发展资金管理办法的文件类型讲的是什么？,管理办法,管理办法
三洋vpc-hd2的摄像机类型是什么?,闪存,闪存
酷比 e66的存储卡是什么？,microsd (transflash),microsd (transflash)
祝僇祝鲠这个词语的常用程度是什么？,生僻,生僻
坚尼夫·苏贺尼他在2013年做了些什么？,5,5
东向岛在2013年8月一日的调查中有多少人口啊？,"23,193[1]","23,193[1]"
你知道本州岛的海岸线有多少公里吗？,5450公里（3390英里）,5450公里（3390英里）
宇宙中鸟巢星云距离地球有多远？,两万五千光年,两万五千光年
苏必利尔湖在哪个集水区国家？,加拿大 美国,加拿大 美国
你知道麻正山主要有什么嘛？,53014、53015、53016、53017,53014、53015、53016、53017
海尔xqg52-q818h的内筒材质是什么材质的啊？,不锈钢,不锈钢
世界主教会议属于那种类别的活动啊？,会议,会议
你知道五福堂站这个站台是什么类型的吗？,岛式站台,岛式站台
山县市这个城市的议员数量有多少？,16,16
李嘉诚是在哪个机构里任职的？,长江实业有限公司 董事长,长江实业有限公司 董事长
你知道正睿 i21s2-8684hv xeon e5-2650的标准内存容量是多少吗？,16gb,16gb
金刀峡这个景区的级别是多少？,4a级旅游景区,4a级旅游景区
你知道什么时候去大龙湫旅游比较好吗？,雨水丰盛的季节，五六月或八九月,雨水丰盛的季节，五六月或八九月
holga 120 cfn的镜头用的是什么类型的镜头？,光学镜头，f/8 60mm,光学镜头，f/8 60mm
有人知道2010海南清水湾胡润百富榜的第一名是谁吗？,宗庆后,宗庆后
法国的gdp总计大概有多少？,2.735万亿美元（2013年）,2.735万亿美元（2013年）
1951年亚历山大港地中海运动会是由谁发起的？,m·t·帕沙,m·t·帕沙
房贞贞是哪个节目的嘉宾啊？,上海东方卫视《相约星期六》嘉宾,上海东方卫视《相约星期六》嘉宾
谁知道8·19埃及警察遇袭事件的大概情况是什么？,25名警察死亡、3名警察受伤,25名警察死亡、3名警察受伤
牛卡布在哪里诞生的？,国际时装都米兰,国际时装都米兰
中国（桂林）运通国旅国际会议奖励中心主要干什么工作的啊？,会奖服务领域的品牌推广,为境内外跨国公司
你知道哪几辆公交路过滕州市育才中学吗？,6、13、19、20、k108,6、13、19、20、k108
滇素馨的生长环境是什么样子的啊？,溪边、林中,溪边、林中
logo蠕虫叫什么名字啊？,worm.logo.b,worm.logo.b
雅盖沃的后代有谁啊？,艾尔兹别塔·波尼法齐雅（英语：elizabeth_bonifacia_of_poland） 雅德维加（英语：jadwiga of lithuania） 瓦迪斯瓦夫三世† 卡齐米日 卡齐米日四世,艾尔兹别塔·波尼法齐雅（英语：elizabeth_bonifacia_of_poland） 雅德维加（英语：jadwiga of lithuania） 瓦迪斯瓦夫三世† 卡齐米日 卡齐米日四世
秋月级护卫舰的锅炉有什么啊？,4座劳斯莱斯sm1c燃气涡轮发动机,4座劳斯莱斯sm1c燃气涡轮发动机
石岛桃花岛建设规划面积多大啊？,22.9万平方米,22.9万平方米
2te70型柴油机车的机车有多宽啊？,"3,086毫米","3,086毫米"
景县舍利塔什么时候建好的啊？,北魏,北魏
城投荔香坊有什么银行啊？,广发银行城市广场支行，中国银行,广发银行城市广场支行，中国银行
山东省长我是谁啊？,10200人（教职工，含威海校区和3所附属医院）[7],郭树清
佟佳氏是什么族什么旗啊？,满洲镶黄旗,满洲镶黄旗
2008–09年香港足总杯一共进了多少球啊？,60 球（每场 4.29 球）,60 球（每场 4.29 球）
2cr20mn9si2n耐热钢的名字叫什么啊？,耐热钢棒,耐热钢棒
李美凤喜欢什么食物啊？,生果,生果
你知道悬挂式甲烷一氧化碳测定器的重量是多大啊？,≤2kg,≤2kg
永久桥什么时候新建的啊？,2007年9月28日,2007年9月28日
肉末香干油菜丝要注意什么啊？,猪肉要新鲜。,猪肉要新鲜。
韩城矿务局总医院的性质是什么啊？,公立医院,公立医院
河南神风锅炉有限公司的性质是什么啊？,民营企业,民营企业
龙江塘村的水田面积是多大啊？,964亩,964亩
华东政法大学有几个博士点啊？,12个,12个
将军外交家黄镇在什么时候拍摄的啊？,2012.1,2012.1
你知道东汶河的源头是什么地方吗？,山东省中部山区,山东省中部山区
澄衷中学什么时候改的名字啊？,1928 年,1928 年
你知道珠泉镇有几个管辖的地方啊？,38个建制村,38个建制村
你知道木仓的来历吗？,清官仓名,清官仓名
笔架山的主峰有多少啊？,1373米,1373米
漆黑道袍的防御是多少啊？,增加84,增加84
你知道江苏省康新戒毒所的领导是谁啊？？,倪文溧,倪文溧
你知道得胜dm-2100的指向特征是什么吗？,单指向,单指向
花右京女侍队的机械设定是什么啊？,渡边义弘,渡边义弘
你知道舒马曲坦的drugbank是什么吗？,db00669,db00669
尼美舒利的药代动力学性质是什么啊？,,nan
玉帘属是引种吗？,非引种,非引种
你知道印度丰收节持续几天吗？,四天,四天
上新庄温泉的地形是什么样啊？,群山耸立，峡谷绵长,群山耸立，峡谷绵长
你知道北京西站地区管理委员会属于什么单位吗？,北京市人民政府,北京市人民政府
种啥得啥什么时候播出啊？,2004年6月 cctv8,2004年6月 cctv8
